"year","zone","type","measure","value"
"2009","S01002170","Detached","Count",2
"2006","S01002170","Detached","Count",2
"2012","S01002170","Detached","Count",2
"2008","S01002170","Unknown","Ratio",0
"2008","S01002170","Terraced","Ratio","36.2"
"2011","S01002170","Terraced","Ratio","36.2"
"2007","S01002170","Unknown","Ratio",0
"2011","S01002170","Unknown","Ratio",0
"2006","S01002170","Unknown","Ratio",0
"2007","S01002170","Semi-Detached","Ratio","17.22"
"2013","S01002170","Unknown","Ratio",0
"2006","S01002170","Semi-Detached","Ratio","17.22"
"2009","S01002170","Unknown","Ratio",0
"2007","S01002170","Flats","Ratio","46.14"
"2012","S01002170","Semi-Detached","Ratio","17.22"
"2010","S01002170","Flats","Ratio","46.14"
"2012","S01002170","Unknown","Ratio",0
"2010","S01002170","Unknown","Ratio",0
"2012","S01002170","Terraced","Ratio","36.2"
"2006","S01002170","Terraced","Ratio","36.2"
"2013","S01002170","Detached","Ratio","0.44"
"2009","S01002170","Detached","Ratio","0.44"
"2009","S01002170","Flats","Ratio","46.14"
"2006","S01002170","Flats","Ratio","46.14"
"2013","S01002170","Flats","Ratio","46.14"
"2007","S01002170","Detached","Ratio","0.44"
"2012","S01002170","Detached","Ratio","0.44"
"2013","S01002170","Terraced","Ratio","36.2"
"2011","S01002170","Detached","Ratio","0.44"
"2013","S01002170","Semi-Detached","Ratio","17.22"
"2009","S01002170","Semi-Detached","Ratio","17.22"
"2006","S01002170","Detached","Ratio","0.44"
"2008","S01002170","Detached","Ratio","0.44"
"2008","S01002170","Flats","Ratio","46.14"
"2010","S01002170","Detached","Ratio","0.44"
"2009","S01002170","Terraced","Ratio","36.2"
"2012","S01002170","Flats","Ratio","46.14"
"2011","S01002170","Flats","Ratio","46.14"
"2007","S01002170","Terraced","Ratio","36.2"
"2010","S01002170","Semi-Detached","Ratio","17.22"
"2008","S01002170","Semi-Detached","Ratio","17.22"
"2010","S01002170","Terraced","Ratio","36.2"
"2011","S01002170","Semi-Detached","Ratio","17.22"
"2013","S01002171","Detached","Count",2
"2011","S01002171","Detached","Count",2
"2007","S01002171","Detached","Count",1
"2008","S01002171","Detached","Count",1
"2010","S01002171","Detached","Count",2
"2004","S01002171","All","Count",289
"2005","S01002171","All","Count",289
"2006","S01002171","All","Count",289
"2007","S01002171","All","Count",289
"2008","S01002171","All","Count",289
"2009","S01002171","All","Count",290
"2010","S01002171","All","Count",290
"2011","S01002171","All","Count",290
"2012","S01002171","All","Count",291
"2013","S01002171","All","Count",291
"2003","S01002171","All","Count",289
"2010","S01002171","Flats","Count",90
"2006","S01002171","Flats","Count",90
"2012","S01002171","Flats","Count",91
"2011","S01002171","Flats","Count",90
"2009","S01002171","Flats","Count",90
"2013","S01002171","Flats","Count",91
"2007","S01002171","Flats","Count",90
"2008","S01002171","Flats","Count",90
"2008","S01002171","Semi-Detached","Count",191
"2010","S01002171","Semi-Detached","Count",191
"2007","S01002171","Semi-Detached","Count",191
"2011","S01002171","Semi-Detached","Count",191
"2012","S01002171","Semi-Detached","Count",191
"2006","S01002171","Semi-Detached","Count",191
"2013","S01002171","Semi-Detached","Count",191
"2009","S01002171","Semi-Detached","Count",191
"2013","S01002171","Terraced","Count",7
"2012","S01002171","Terraced","Count",7
"2008","S01002171","Terraced","Count",7
"2006","S01002171","Terraced","Count",7
"2009","S01002171","Terraced","Count",7
"2011","S01002171","Terraced","Count",7
"2007","S01002171","Terraced","Count",7
"2010","S01002171","Terraced","Count",7
"2006","S01002171","Unknown","Count",0
"2011","S01002171","Unknown","Count",0
"2007","S01002171","Unknown","Count",0
"2008","S01002171","Unknown","Count",0
"2012","S01002171","Unknown","Count",0
"2010","S01002171","Unknown","Count",0
"2009","S01002171","Unknown","Count",0
"2013","S01002171","Unknown","Count",0
"2009","S01002171","Detached","Count",2
"2006","S01002171","Detached","Count",1
"2012","S01002171","Detached","Count",2
"2008","S01002171","Unknown","Ratio",0
"2008","S01002171","Terraced","Ratio","2.42"
"2011","S01002171","Terraced","Ratio","2.41"
"2007","S01002171","Unknown","Ratio",0
"2011","S01002171","Unknown","Ratio",0
"2006","S01002171","Unknown","Ratio",0
"2007","S01002171","Semi-Detached","Ratio","66.09"
"2013","S01002171","Unknown","Ratio",0
"2006","S01002171","Semi-Detached","Ratio","66.09"
"2009","S01002171","Unknown","Ratio",0
"2007","S01002171","Flats","Ratio","31.14"
"2012","S01002171","Semi-Detached","Ratio","65.64"
"2010","S01002171","Flats","Ratio","31.03"
"2012","S01002171","Unknown","Ratio",0
"2010","S01002171","Unknown","Ratio",0
"2012","S01002171","Terraced","Ratio","2.41"
"2006","S01002171","Terraced","Ratio","2.42"
"2013","S01002171","Detached","Ratio","0.69"
"2009","S01002171","Detached","Ratio","0.69"
"2009","S01002171","Flats","Ratio","31.03"
"2006","S01002171","Flats","Ratio","31.14"
"2013","S01002171","Flats","Ratio","31.27"
"2007","S01002171","Detached","Ratio","0.35"
"2012","S01002171","Detached","Ratio","0.69"
"2013","S01002171","Terraced","Ratio","2.41"
"2011","S01002171","Detached","Ratio","0.69"
"2013","S01002171","Semi-Detached","Ratio","65.64"
"2009","S01002171","Semi-Detached","Ratio","65.86"
"2006","S01002171","Detached","Ratio","0.35"
"2008","S01002171","Detached","Ratio","0.35"
"2008","S01002171","Flats","Ratio","31.14"
"2010","S01002171","Detached","Ratio","0.69"
"2009","S01002171","Terraced","Ratio","2.41"
"2012","S01002171","Flats","Ratio","31.27"
"2011","S01002171","Flats","Ratio","31.03"
"2007","S01002171","Terraced","Ratio","2.42"
"2010","S01002171","Semi-Detached","Ratio","65.86"
"2008","S01002171","Semi-Detached","Ratio","66.09"
"2010","S01002171","Terraced","Ratio","2.41"
"2011","S01002171","Semi-Detached","Ratio","65.86"
"2013","S01002172","Detached","Count",104
"2011","S01002172","Detached","Count",104
"2007","S01002172","Detached","Count",103
"2008","S01002172","Detached","Count",104
"2010","S01002172","Detached","Count",104
"2004","S01002172","All","Count",307
"2005","S01002172","All","Count",307
"2006","S01002172","All","Count",307
"2007","S01002172","All","Count",307
"2008","S01002172","All","Count",308
"2009","S01002172","All","Count",308
"2010","S01002172","All","Count",314
"2011","S01002172","All","Count",314
"2012","S01002172","All","Count",314
"2013","S01002172","All","Count",314
"2003","S01002172","All","Count",308
"2010","S01002172","Flats","Count",24
"2006","S01002172","Flats","Count",18
"2012","S01002172","Flats","Count",24
"2011","S01002172","Flats","Count",24
"2009","S01002172","Flats","Count",18
"2013","S01002172","Flats","Count",24
"2007","S01002172","Flats","Count",18
"2008","S01002172","Flats","Count",18
"2008","S01002172","Semi-Detached","Count",131
"2010","S01002172","Semi-Detached","Count",131
"2007","S01002172","Semi-Detached","Count",131
"2011","S01002172","Semi-Detached","Count",131
"2012","S01002172","Semi-Detached","Count",131
"2006","S01002172","Semi-Detached","Count",131
"2013","S01002172","Semi-Detached","Count",131
"2009","S01002172","Semi-Detached","Count",131
"2013","S01002172","Terraced","Count",54
"2012","S01002172","Terraced","Count",54
"2008","S01002172","Terraced","Count",54
"2006","S01002172","Terraced","Count",54
"2009","S01002172","Terraced","Count",54
"2011","S01002172","Terraced","Count",54
"2007","S01002172","Terraced","Count",54
"2010","S01002172","Terraced","Count",54
"2006","S01002172","Unknown","Count",1
"2011","S01002172","Unknown","Count",1
"2007","S01002172","Unknown","Count",1
"2008","S01002172","Unknown","Count",1
"2012","S01002172","Unknown","Count",1
"2010","S01002172","Unknown","Count",1
"2009","S01002172","Unknown","Count",1
"2013","S01002172","Unknown","Count",1
"2009","S01002172","Detached","Count",104
"2006","S01002172","Detached","Count",103
"2012","S01002172","Detached","Count",104
"2008","S01002172","Unknown","Ratio","0.32"
"2008","S01002172","Terraced","Ratio","17.53"
"2011","S01002172","Terraced","Ratio","17.2"
"2007","S01002172","Unknown","Ratio","0.33"
"2011","S01002172","Unknown","Ratio","0.32"
"2006","S01002172","Unknown","Ratio","0.33"
"2007","S01002172","Semi-Detached","Ratio","42.67"
"2013","S01002172","Unknown","Ratio","0.32"
"2006","S01002172","Semi-Detached","Ratio","42.67"
"2009","S01002172","Unknown","Ratio","0.32"
"2007","S01002172","Flats","Ratio","5.86"
"2012","S01002172","Semi-Detached","Ratio","41.72"
"2010","S01002172","Flats","Ratio","7.64"
"2012","S01002172","Unknown","Ratio","0.32"
"2010","S01002172","Unknown","Ratio","0.32"
"2012","S01002172","Terraced","Ratio","17.2"
"2006","S01002172","Terraced","Ratio","17.59"
"2013","S01002172","Detached","Ratio","33.12"
"2009","S01002172","Detached","Ratio","33.77"
"2009","S01002172","Flats","Ratio","5.84"
"2006","S01002172","Flats","Ratio","5.86"
"2013","S01002172","Flats","Ratio","7.64"
"2007","S01002172","Detached","Ratio","33.55"
"2012","S01002172","Detached","Ratio","33.12"
"2013","S01002172","Terraced","Ratio","17.2"
"2011","S01002172","Detached","Ratio","33.12"
"2013","S01002172","Semi-Detached","Ratio","41.72"
"2009","S01002172","Semi-Detached","Ratio","42.53"
"2006","S01002172","Detached","Ratio","33.55"
"2008","S01002172","Detached","Ratio","33.77"
"2008","S01002172","Flats","Ratio","5.84"
"2010","S01002172","Detached","Ratio","33.12"
"2009","S01002172","Terraced","Ratio","17.53"
"2012","S01002172","Flats","Ratio","7.64"
"2011","S01002172","Flats","Ratio","7.64"
"2007","S01002172","Terraced","Ratio","17.59"
"2010","S01002172","Semi-Detached","Ratio","41.72"
"2008","S01002172","Semi-Detached","Ratio","42.53"
"2010","S01002172","Terraced","Ratio","17.2"
"2011","S01002172","Semi-Detached","Ratio","41.72"
"2013","S01002173","Detached","Count",39
"2011","S01002173","Detached","Count",39
"2007","S01002173","Detached","Count",38
"2008","S01002173","Detached","Count",39
"2010","S01002173","Detached","Count",39
"2004","S01002173","All","Count",534
"2005","S01002173","All","Count",535
"2006","S01002173","All","Count",535
"2007","S01002173","All","Count",563
"2008","S01002173","All","Count",564
"2009","S01002173","All","Count",564
"2010","S01002173","All","Count",560
"2011","S01002173","All","Count",560
"2012","S01002173","All","Count",560
"2013","S01002173","All","Count",560
"2003","S01002173","All","Count",534
"2010","S01002173","Flats","Count",418
"2006","S01002173","Flats","Count",390
"2012","S01002173","Flats","Count",418
"2011","S01002173","Flats","Count",418
"2009","S01002173","Flats","Count",418
"2013","S01002173","Flats","Count",418
"2007","S01002173","Flats","Count",418
"2008","S01002173","Flats","Count",418
"2008","S01002173","Semi-Detached","Count",74
"2010","S01002173","Semi-Detached","Count",70
"2007","S01002173","Semi-Detached","Count",74
"2011","S01002173","Semi-Detached","Count",70
"2012","S01002173","Semi-Detached","Count",70
"2006","S01002173","Semi-Detached","Count",74
"2013","S01002173","Semi-Detached","Count",70
"2009","S01002173","Semi-Detached","Count",74
"2013","S01002173","Terraced","Count",33
"2012","S01002173","Terraced","Count",33
"2008","S01002173","Terraced","Count",33
"2006","S01002173","Terraced","Count",33
"2009","S01002173","Terraced","Count",33
"2011","S01002173","Terraced","Count",33
"2007","S01002173","Terraced","Count",33
"2010","S01002173","Terraced","Count",33
"2006","S01002173","Unknown","Count",0
"2011","S01002173","Unknown","Count",0
"2007","S01002173","Unknown","Count",0
"2008","S01002173","Unknown","Count",0
"2012","S01002173","Unknown","Count",0
"2010","S01002173","Unknown","Count",0
"2009","S01002173","Unknown","Count",0
"2013","S01002173","Unknown","Count",0
"2009","S01002173","Detached","Count",39
"2006","S01002173","Detached","Count",38
"2012","S01002173","Detached","Count",39
"2008","S01002173","Unknown","Ratio",0
"2008","S01002173","Terraced","Ratio","5.85"
"2011","S01002173","Terraced","Ratio","5.89"
"2007","S01002173","Unknown","Ratio",0
"2011","S01002173","Unknown","Ratio",0
"2006","S01002173","Unknown","Ratio",0
"2007","S01002173","Semi-Detached","Ratio","13.14"
"2013","S01002173","Unknown","Ratio",0
"2006","S01002173","Semi-Detached","Ratio","13.83"
"2009","S01002173","Unknown","Ratio",0
"2007","S01002173","Flats","Ratio","74.25"
"2012","S01002173","Semi-Detached","Ratio","12.5"
"2010","S01002173","Flats","Ratio","74.64"
"2012","S01002173","Unknown","Ratio",0
"2010","S01002173","Unknown","Ratio",0
"2012","S01002173","Terraced","Ratio","5.89"
"2006","S01002173","Terraced","Ratio","6.17"
"2013","S01002173","Detached","Ratio","6.96"
"2009","S01002173","Detached","Ratio","6.91"
"2009","S01002173","Flats","Ratio","74.11"
"2006","S01002173","Flats","Ratio","72.9"
"2013","S01002173","Flats","Ratio","74.64"
"2007","S01002173","Detached","Ratio","6.75"
"2012","S01002173","Detached","Ratio","6.96"
"2013","S01002173","Terraced","Ratio","5.89"
"2011","S01002173","Detached","Ratio","6.96"
"2013","S01002173","Semi-Detached","Ratio","12.5"
"2009","S01002173","Semi-Detached","Ratio","13.12"
"2006","S01002173","Detached","Ratio","7.1"
"2008","S01002173","Detached","Ratio","6.91"
"2008","S01002173","Flats","Ratio","74.11"
"2010","S01002173","Detached","Ratio","6.96"
"2009","S01002173","Terraced","Ratio","5.85"
"2012","S01002173","Flats","Ratio","74.64"
"2011","S01002173","Flats","Ratio","74.64"
"2007","S01002173","Terraced","Ratio","5.86"
"2010","S01002173","Semi-Detached","Ratio","12.5"
"2008","S01002173","Semi-Detached","Ratio","13.12"
"2010","S01002173","Terraced","Ratio","5.89"
"2011","S01002173","Semi-Detached","Ratio","12.5"
"2013","S01002174","Detached","Count",1
"2011","S01002174","Detached","Count",1
"2007","S01002174","Detached","Count",1
"2008","S01002174","Detached","Count",1
"2010","S01002174","Detached","Count",1
"2004","S01002174","All","Count",543
"2005","S01002174","All","Count",543
"2006","S01002174","All","Count",543
"2007","S01002174","All","Count",542
"2008","S01002174","All","Count",543
"2009","S01002174","All","Count",540
"2010","S01002174","All","Count",542
"2011","S01002174","All","Count",542
"2012","S01002174","All","Count",541
"2013","S01002174","All","Count",539
"2003","S01002174","All","Count",543
"2010","S01002174","Flats","Count",518
"2006","S01002174","Flats","Count",521
"2012","S01002174","Flats","Count",517
"2011","S01002174","Flats","Count",518
"2009","S01002174","Flats","Count",516
"2013","S01002174","Flats","Count",515
"2007","S01002174","Flats","Count",519
"2008","S01002174","Flats","Count",519
"2008","S01002174","Semi-Detached","Count",9
"2010","S01002174","Semi-Detached","Count",9
"2007","S01002174","Semi-Detached","Count",8
"2011","S01002174","Semi-Detached","Count",9
"2012","S01002174","Semi-Detached","Count",9
"2006","S01002174","Semi-Detached","Count",8
"2013","S01002174","Semi-Detached","Count",9
"2009","S01002174","Semi-Detached","Count",9
"2013","S01002174","Terraced","Count",14
"2012","S01002174","Terraced","Count",14
"2008","S01002174","Terraced","Count",14
"2006","S01002174","Terraced","Count",13
"2009","S01002174","Terraced","Count",14
"2011","S01002174","Terraced","Count",14
"2007","S01002174","Terraced","Count",14
"2010","S01002174","Terraced","Count",14
"2006","S01002174","Unknown","Count",0
"2011","S01002174","Unknown","Count",0
"2007","S01002174","Unknown","Count",0
"2008","S01002174","Unknown","Count",0
"2012","S01002174","Unknown","Count",0
"2010","S01002174","Unknown","Count",0
"2009","S01002174","Unknown","Count",0
"2013","S01002174","Unknown","Count",0
"2009","S01002174","Detached","Count",1
"2006","S01002174","Detached","Count",1
"2012","S01002174","Detached","Count",1
"2008","S01002174","Unknown","Ratio",0
"2008","S01002174","Terraced","Ratio","2.58"
"2011","S01002174","Terraced","Ratio","2.58"
"2007","S01002174","Unknown","Ratio",0
"2011","S01002174","Unknown","Ratio",0
"2006","S01002174","Unknown","Ratio",0
"2007","S01002174","Semi-Detached","Ratio","1.48"
"2013","S01002174","Unknown","Ratio",0
"2006","S01002174","Semi-Detached","Ratio","1.47"
"2009","S01002174","Unknown","Ratio",0
"2007","S01002174","Flats","Ratio","95.76"
"2012","S01002174","Semi-Detached","Ratio","1.66"
"2010","S01002174","Flats","Ratio","95.57"
"2012","S01002174","Unknown","Ratio",0
"2010","S01002174","Unknown","Ratio",0
"2012","S01002174","Terraced","Ratio","2.59"
"2006","S01002174","Terraced","Ratio","2.39"
"2013","S01002174","Detached","Ratio","0.19"
"2009","S01002174","Detached","Ratio","0.19"
"2009","S01002174","Flats","Ratio","95.56"
"2006","S01002174","Flats","Ratio","95.95"
"2013","S01002174","Flats","Ratio","95.55"
"2007","S01002174","Detached","Ratio","0.18"
"2012","S01002174","Detached","Ratio","0.18"
